,amount,branch_type,category,da_id,hospital_area,hospital_code,hospital_name,indicator,total,Special_Type,SPECIAL_ID,overall_district,overall,year
163,26.0000,1,診所                ,114,新北市蘆洲區,3531142536,群安診所,13.9%,187.0000,4,0,0.3488,0.3679,2015
164,24.0000,1,診所                ,114,新北市新莊區,3531065669,恩典診所,12.9%,186.0000,4,0,0.3488,0.3679,2015
165,31.0000,1,診所                ,114,新北市新莊區,3531061492,鄭安雄診所,16.94%,183.0000,4,0,0.3488,0.3679,2015
166,39.0000,1,診所                ,114,新北市板橋區,3531018357,榮恩診所,21.43%,182.0000,4,0,0.3488,0.3679,2015
167,85.0000,1,診所                ,114,新北市板橋區,3531015490,連建安診所,46.7%,182.0000,4,0,0.3488,0.3679,2015
168,135.0000,1,診所                ,114,新北市萬里區,2331280018,新北市萬里區衛生所,75%,180.0000,4,0,0.3488,0.3679,2015
169,36.0000,1,診所                ,114,新北市蘆洲區,3531142616,趙國雄診所,20%,180.0000,4,0,0.3488,0.3679,2015
170,38.0000,1,診所                ,114,新北市蘆洲區,3531143097,建群診所,21.11%,180.0000,4,0,0.3488,0.3679,2015
171,30.0000,1,診所                ,114,新北市永和區,3531033532,文林診所,16.67%,180.0000,4,0,0.3488,0.3679,2015
172,24.0000,1,診所                ,114,新北市板橋區,3531016915,進益診所,13.48%,178.0000,4,0,0.3488,0.3679,2015
173,23.0000,1,診所                ,114,新北市板橋區,3531018062,莒光診所,12.99%,177.0000,4,0,0.3488,0.3679,2015
174,31.0000,1,診所                ,114,新北市三重區,3531024122,保順聯合診所,17.61%,176.0000,4,0,0.3488,0.3679,2015
175,23.0000,1,診所                ,114,新北市板橋區,3531013138,板聯診所,13.22%,174.0000,4,0,0.3488,0.3679,2015
176,24.0000,1,診所                ,114,新北市新莊區,3531065392,合新診所,13.87%,173.0000,4,0,0.3488,0.3679,2015
177,27.0000,1,診所                ,114,新北市新店區,3531052715,和成診所,15.79%,171.0000,4,0,0.3488,0.3679,2015
178,27.0000,1,診所                ,114,新北市三重區,3531022557,吾佳診所,15.88%,170.0000,4,0,0.3488,0.3679,2015
179,25.0000,1,診所                ,114,新北市中和區,3531041052,家安診所,14.88%,168.0000,4,0,0.3488,0.3679,2015
180,27.0000,1,診所                ,114,新北市五股區,3531151517,祐聖小兒科診所,16.07%,168.0000,4,0,0.3488,0.3679,2015
181,29.0000,1,診所                ,114,新北市瑞芳區,3531121528,康橋診所,17.47%,166.0000,4,0,0.3488,0.3679,2015
182,24.0000,1,診所                ,114,新北市蘆洲區,3531142661,昱明診所,14.46%,166.0000,4,0,0.3488,0.3679,2015
183,24.0000,1,診所                ,114,新北市淡水區,3531104901,梁衛賓診所,14.46%,166.0000,4,0,0.3488,0.3679,2015
184,22.0000,1,診所                ,114,新北市板橋區,3531013156,顏舜隆小兒科診所,13.33%,165.0000,4,0,0.3488,0.3679,2015
185,30.0000,1,診所                ,114,新北市板橋區,3531013012,余立俊診所,18.29%,164.0000,4,0,0.3488,0.3679,2015
186,29.0000,1,診所                ,114,新北市泰山區,3531160294,康泰診所,17.79%,163.0000,4,0,0.3488,0.3679,2015
187,31.0000,1,診所                ,114,新北市土城區,3531130741,歐家庭醫學科診所,19.14%,162.0000,4,0,0.3488,0.3679,2015
188,36.0000,1,診所                ,114,新北市土城區,3531130812,廣全診所,22.22%,162.0000,4,0,0.3488,0.3679,2015
189,18.0000,1,診所                ,114,新北市泰山區,3531160267,賴和鴻診所,11.11%,162.0000,4,0,0.3488,0.3679,2015
190,29.0000,1,診所                ,114,新北市土城區,3531132718,土城劉內科診所,18.13%,160.0000,4,0,0.3488,0.3679,2015
191,19.0000,1,診所                ,114,新北市新莊區,3531065507,禾新耳鼻喉科診所,11.88%,160.0000,4,0,0.3488,0.3679,2015
192,51.0000,1,診所                ,114,新北市三峽區,3531091981,博智診所,31.88%,160.0000,4,0,0.3488,0.3679,2015
193,21.0000,1,診所                ,114,新北市三重區,3531022226,九如聯合診所,13.21%,159.0000,4,0,0.3488,0.3679,2015
194,81.0000,1,診所                ,114,新北市三重區,3531025469,張必正診所,51.27%,158.0000,4,0,0.3488,0.3679,2015
195,20.0000,1,診所                ,114,新北市新莊區,3531065712,至祥診所,12.74%,157.0000,4,0,0.3488,0.3679,2015
196,26.0000,1,診所                ,114,新北市林口區,3531171466,宗男診所,16.77%,155.0000,4,0,0.3488,0.3679,2015
197,21.0000,1,診所                ,114,新北市萬里區,3531280059,萬里診所,13.55%,155.0000,4,0,0.3488,0.3679,2015
198,42.0000,1,診所                ,114,新北市永和區,3531031878,博新小兒科家庭醫學科診所,27.27%,154.0000,4,0,0.3488,0.3679,2015
199,12.0000,1,診所                ,114,新北市鶯歌區,3531080228,秦德水家庭醫學科診所,7.79%,154.0000,4,0,0.3488,0.3679,2015
200,25.0000,1,診所                ,114,新北市五股區,3531150118,黃志勳診所,16.23%,154.0000,4,0,0.3488,0.3679,2015
201,46.0000,1,診所                ,114,新北市樹林區,3531072379,大樹診所,30.46%,151.0000,4,0,0.3488,0.3679,2015
202,114.0000,1,診所                ,114,新北市永和區,2331030018,新北市永和區衛生所,76%,150.0000,4,0,0.3488,0.3679,2015
203,40.0000,1,診所                ,114,新北市新莊區,3531065141,安庚內科診所,26.67%,150.0000,4,0,0.3488,0.3679,2015
204,26.0000,1,診所                ,114,新北市石門區,2331220012,新北市石門區衛生所,17.57%,148.0000,4,0,0.3488,0.3679,2015
205,23.0000,1,診所                ,114,新北市板橋區,3531018839,晨益診所,15.65%,147.0000,4,0,0.3488,0.3679,2015
206,19.0000,1,診所                ,114,新北市三重區,3531025610,健福診所,13.01%,146.0000,4,0,0.3488,0.3679,2015
207,21.0000,1,診所                ,114,新北市板橋區,3531017494,和安診所,14.38%,146.0000,4,0,0.3488,0.3679,2015
208,48.0000,1,診所                ,114,新北市永和區,3531031903,長欣診所,33.1%,145.0000,4,0,0.3488,0.3679,2015
209,21.0000,1,診所                ,114,新北市土城區,3531132530,康合診所,14.69%,143.0000,4,0,0.3488,0.3679,2015
210,22.0000,1,診所                ,114,新北市板橋區,3531017305,欣心診所,15.49%,142.0000,4,0,0.3488,0.3679,2015
211,23.0000,1,診所                ,114,新北市中和區,3531041632,祥明診所,16.31%,141.0000,4,0,0.3488,0.3679,2015
212,67.0000,1,診所                ,114,新北市平溪區,2331240014,新北市平溪區衛生所,47.86%,140.0000,4,0,0.3488,0.3679,2015
213,13.0000,1,診所                ,114,新北市中和區,3531041918,景民診所,9.35%,139.0000,4,0,0.3488,0.3679,2015
214,19.0000,1,診所                ,114,新北市汐止區,3531110856,吳宗憲診所,13.67%,139.0000,4,0,0.3488,0.3679,2015
215,15.0000,1,診所                ,114,新北市中和區,3531041623,吳嘉生診所,10.87%,138.0000,4,0,0.3488,0.3679,2015
216,31.0000,1,診所                ,114,新北市新莊區,3531065927,明新診所,22.46%,138.0000,4,0,0.3488,0.3679,2015
217,20.0000,1,診所                ,114,新北市中和區,3531044106,美和診所,14.6%,137.0000,4,0,0.3488,0.3679,2015
218,26.0000,1,診所                ,114,新北市鶯歌區,3531080433,康健家庭醫學科診所,19.26%,135.0000,4,0,0.3488,0.3679,2015
219,24.0000,1,診所                ,114,新北市鶯歌區,3531081636,維新診所,17.78%,135.0000,4,0,0.3488,0.3679,2015
220,17.0000,1,診所                ,114,新北市新莊區,3531065221,和新診所,12.69%,134.0000,4,0,0.3488,0.3679,2015
221,22.0000,1,診所                ,114,新北市板橋區,3531011670,潘內科小兒科診所,16.42%,134.0000,4,0,0.3488,0.3679,2015
222,16.0000,1,診所                ,114,新北市深坑區,3531180152,林振得診所,11.94%,134.0000,4,0,0.3488,0.3679,2015
223,19.0000,1,診所                ,114,新北市瑞芳區,3531121546,福康診所,14.29%,133.0000,4,0,0.3488,0.3679,2015
224,17.0000,1,診所                ,114,新北市瑞芳區,3531120183,詠安診所,12.78%,133.0000,4,0,0.3488,0.3679,2015
225,18.0000,1,診所                ,114,新北市三重區,3531022995,游奐倫診所,13.64%,132.0000,4,0,0.3488,0.3679,2015
226,16.0000,1,診所                ,114,新北市五股區,3531151651,德音診所,12.12%,132.0000,4,0,0.3488,0.3679,2015
227,57.0000,1,診所                ,114,新北市泰山區,2331160011,新北市泰山區衛生所,43.51%,131.0000,4,0,0.3488,0.3679,2015
228,27.0000,1,診所                ,114,新北市板橋區,3531010557,徐內科小兒科診所,20.61%,131.0000,4,0,0.3488,0.3679,2015
229,17.0000,1,診所                ,114,新北市板橋區,3531015954,當代聯合診所,13.08%,130.0000,4,0,0.3488,0.3679,2015
230,13.0000,1,診所                ,114,新北市新莊區,3531061974,張昱錦診所,10.08%,129.0000,4,0,0.3488,0.3679,2015
231,19.0000,1,診所                ,114,新北市板橋區,3531017217,板橋長榮診所,14.84%,128.0000,4,0,0.3488,0.3679,2015
232,12.0000,1,診所                ,114,新北市中和區,3531044651,莊福仁內科診所,9.38%,128.0000,4,0,0.3488,0.3679,2015
233,20.0000,1,診所                ,114,新北市瑞芳區,3531121591,瑞誠診所,15.75%,127.0000,4,0,0.3488,0.3679,2015
234,18.0000,1,診所                ,114,新北市新店區,3531052966,佑康聯合診所,14.17%,127.0000,4,0,0.3488,0.3679,2015
235,26.0000,1,診所                ,114,新北市永和區,3531031261,清池診所,20.63%,126.0000,4,0,0.3488,0.3679,2015
236,20.0000,1,診所                ,114,新北市汐止區,3531112083,佳祥診所,15.87%,126.0000,4,0,0.3488,0.3679,2015
237,20.0000,1,診所                ,114,新北市土城區,3531133313,上吉診所,16%,125.0000,4,0,0.3488,0.3679,2015
238,23.0000,1,診所                ,114,新北市中和區,3531041178,日欣診所,18.4%,125.0000,4,0,0.3488,0.3679,2015
239,10.0000,1,診所                ,114,新北市汐止區,3531112618,福德診所,8%,125.0000,4,0,0.3488,0.3679,2015
240,19.0000,1,診所                ,114,新北市中和區,3531044428,孫國勝外科診所,15.45%,123.0000,4,0,0.3488,0.3679,2015
241,17.0000,1,診所                ,114,新北市中和區,3531045425,延生診所,13.82%,123.0000,4,0,0.3488,0.3679,2015
242,10.0000,1,診所                ,114,新北市新莊區,3531064466,佳泰診所,8.2%,122.0000,4,0,0.3488,0.3679,2015
243,22.0000,1,診所                ,114,新北市中和區,3531043752,嘉櫻診所,18.18%,121.0000,4,0,0.3488,0.3679,2015
244,69.0000,1,診所                ,114,新北市永和區,3531031761,黃濂輝診所,57.5%,120.0000,4,0,0.3488,0.3679,2015
245,10.0000,1,診所                ,114,新北市土城區,3531132281,梁診所,8.4%,119.0000,4,0,0.3488,0.3679,2015
246,18.0000,1,診所                ,114,新北市蘆洲區,3531143060,健群診所,15.13%,119.0000,4,0,0.3488,0.3679,2015
247,18.0000,1,診所                ,114,新北市新莊區,3531064091,黃宏立診所,15.13%,119.0000,4,0,0.3488,0.3679,2015
248,19.0000,1,診所                ,114,新北市瑞芳區,3531121573,偉文診所,16.1%,118.0000,4,0,0.3488,0.3679,2015
249,13.0000,1,診所                ,114,新北市三峽區,3531091516,詠康診所,11.11%,117.0000,4,0,0.3488,0.3679,2015
250,12.0000,1,診所                ,114,新北市蘆洲區,3531142714,上安診所,10.43%,115.0000,4,0,0.3488,0.3679,2015
251,20.0000,1,診所                ,114,新北市淡水區,3531104947,水碓瑞安診所,17.39%,115.0000,4,0,0.3488,0.3679,2015
252,21.0000,1,診所                ,114,新北市板橋區,3531012613,後埔永江診所,18.42%,114.0000,4,0,0.3488,0.3679,2015
253,18.0000,1,診所                ,114,新北市新莊區,3531060084,陳一隆內科小兒科診所,16.07%,112.0000,4,0,0.3488,0.3679,2015
254,25.0000,1,診所                ,114,新北市八里區,3531230086,施世明診所,22.32%,112.0000,4,0,0.3488,0.3679,2015
255,11.0000,1,診所                ,114,新北市板橋區,3531016540,樹仁診所,9.91%,111.0000,4,0,0.3488,0.3679,2015
256,21.0000,1,診所                ,114,新北市板橋區,3531017761,樂欣診所,19.27%,109.0000,4,0,0.3488,0.3679,2015
257,13.0000,1,診所                ,114,新北市土城區,3531131140,泰康診所,12.04%,108.0000,4,0,0.3488,0.3679,2015
258,22.0000,1,診所                ,114,新北市板橋區,3531016924,成安診所,20.37%,108.0000,4,0,0.3488,0.3679,2015
259,14.0000,1,診所                ,114,新北市中和區,3531042317,晟恩診所,12.96%,108.0000,4,0,0.3488,0.3679,2015
260,14.0000,1,診所                ,114,新北市淡水區,3531100047,黃秋陽診所,13.08%,107.0000,4,0,0.3488,0.3679,2015
261,12.0000,1,診所                ,114,新北市泰山區,3531161531,楓江診所,11.21%,107.0000,4,0,0.3488,0.3679,2015
262,15.0000,1,診所                ,114,新北市樹林區,3531070651,詠聖診所,14.15%,106.0000,4,0,0.3488,0.3679,2015
263,23.0000,1,診所                ,114,新北市深坑區,3531181319,麒安診所,21.7%,106.0000,4,0,0.3488,0.3679,2015
264,16.0000,1,診所                ,114,新北市永和區,3531032053,惠生聯合診所,15.38%,104.0000,4,0,0.3488,0.3679,2015
265,22.0000,1,診所                ,114,新北市三重區,3531024775,敦和診所,21.15%,104.0000,4,0,0.3488,0.3679,2015
266,67.0000,1,診所                ,114,新北市坪林區,2331200010,新北市坪林區衛生所,65.05%,103.0000,4,0,0.3488,0.3679,2015
267,13.0000,1,診所                ,114,新北市汐止區,3531110605,黃玟珍診所,12.62%,103.0000,4,0,0.3488,0.3679,2015
268,20.0000,1,診所                ,114,新北市三峽區,2731090012,退除役官兵輔導委員會臺北榮譽國民之家醫務室,19.61%,102.0000,4,0,0.3488,0.3679,2015
269,10.0000,1,診所                ,114,新北市新莊區,3531065123,志安診所,9.8%,102.0000,4,0,0.3488,0.3679,2015
270,20.0000,1,診所                ,114,新北市新店區,3531053070,健全診所,19.61%,102.0000,4,0,0.3488,0.3679,2015
271,15.0000,1,診所                ,114,新北市中和區,3531041301,張維發診所,14.85%,101.0000,4,0,0.3488,0.3679,2015
272,12.0000,1,診所                ,114,新北市板橋區,3531018400,榮新診所,11.88%,101.0000,4,0,0.3488,0.3679,2015
273,15.0000,1,診所                ,114,新北市三重區,3531025790,康昕診所,14.85%,101.0000,4,0,0.3488,0.3679,2015
274,19.0000,1,診所                ,114,新北市烏來區,3531290028,烏來安泰診所,18.81%,101.0000,4,0,0.3488,0.3679,2015
275,19.0000,1,診所                ,114,新北市瑞芳區,3531120076,簡診所,19%,100.0000,4,0,0.3488,0.3679,2015
276,19.0000,1,診所                ,114,新北市板橋區,2631010021,板橋榮譽國民之家醫務室,19%,100.0000,4,0,0.3488,0.3679,2015
277,28.0000,1,診所                ,114,新北市新店區,3531053909,瑞安耳鼻喉科診所,28%,100.0000,4,0,0.3488,0.3679,2015
278,40.0000,1,診所                ,114,新北市新莊區,3531065605,文鼎診所,40%,100.0000,4,0,0.3488,0.3679,2015
279,15.0000,1,診所                ,114,新北市中和區,3531045336,宜宏泌尿科內科診所,15%,100.0000,4,0,0.3488,0.3679,2015
280,6.0000,1,診所                ,114,新北市永和區,3531033201,崇恩診所,6.06%,99.0000,4,0,0.3488,0.3679,2015
281,13.0000,1,診所                ,114,新北市三峽區,3531090055,主恩診所,13.13%,99.0000,4,0,0.3488,0.3679,2015
282,22.0000,1,診所                ,114,新北市五股區,3531151562,嘉安小兒科診所,22.22%,99.0000,4,0,0.3488,0.3679,2015
283,12.0000,1,診所                ,114,新北市板橋區,3531018786,安欣診所,12.24%,98.0000,4,0,0.3488,0.3679,2015
284,14.0000,1,診所                ,114,新北市蘆洲區,3531142545,長榮耳鼻喉科診所,14.43%,97.0000,4,0,0.3488,0.3679,2015
285,11.0000,1,診所                ,114,新北市新莊區,3531063389,青青診所,11.34%,97.0000,4,0,0.3488,0.3679,2015
286,13.0000,1,診所                ,114,新北市永和區,3531033854,銘亮診所,13.54%,96.0000,4,0,0.3488,0.3679,2015
287,19.0000,1,診所                ,114,新北市新莊區,3531064019,宏祐診所,19.79%,96.0000,4,0,0.3488,0.3679,2015
288,10.0000,1,診所                ,114,新北市中和區,3531044491,嘉仁診所,10.42%,96.0000,4,0,0.3488,0.3679,2015
289,18.0000,1,診所                ,114,新北市蘆洲區,3531140587,宏國診所,18.95%,95.0000,4,0,0.3488,0.3679,2015
290,6.0000,1,診所                ,114,新北市板橋區,3531012097,佑幼小兒科診所,6.32%,95.0000,4,0,0.3488,0.3679,2015
291,4.0000,1,診所                ,114,新北市新莊區,3531064617,家泰耳鼻喉科診所,4.21%,95.0000,4,0,0.3488,0.3679,2015
292,14.0000,1,診所                ,114,新北市中和區,3531045069,尚安診所,14.74%,95.0000,4,0,0.3488,0.3679,2015
293,12.0000,1,診所                ,114,新北市土城區,3531130189,郭海昌診所,12.9%,93.0000,4,0,0.3488,0.3679,2015
294,23.0000,1,診所                ,114,新北市板橋區,3531015598,基祥西醫診所,24.73%,93.0000,4,0,0.3488,0.3679,2015
295,13.0000,1,診所                ,114,新北市新莊區,3531065794,自立診所,14.13%,92.0000,4,0,0.3488,0.3679,2015
296,19.0000,1,診所                ,114,新北市中和區,3531045489,杏嘉診所,20.65%,92.0000,4,0,0.3488,0.3679,2015
297,15.0000,1,診所                ,114,新北市林口區,3531171439,黃紹基診所,16.3%,92.0000,4,0,0.3488,0.3679,2015
298,16.0000,1,診所                ,114,新北市三重區,3531025361,仁暉診所,17.58%,91.0000,4,0,0.3488,0.3679,2015
299,23.0000,1,診所                ,114,新北市板橋區,3531017369,安慶診所,25.27%,91.0000,4,0,0.3488,0.3679,2015
300,12.0000,1,診所                ,114,新北市中和區,3531042531,康萊診所,13.19%,91.0000,4,0,0.3488,0.3679,2015
301,14.0000,1,診所                ,114,新北市三重區,3531025709,康新診所,15.56%,90.0000,4,0,0.3488,0.3679,2015
